Year;Country;Energy Consumption (Mtoe);Growth rate per annum 2016.1;Growth rate per annum 2005-15;Share 2016.2
1973;Denmark;0.0;0.0;0.0;0.0
1973;France;3.33778340951;-0.0807455355552;-0.00316767460796;0.15410022888
1973;Germany;2.739;-0.0804862994025;-0.055833382397;0.0323442346007
1973;Ireland;0.0;0.0;0.0;0.0
1973;Norway;0.0;0.0;0.0;0.0
1973;Sweden;0.478;0.11094604485;-0.0251455325756;0.0239901095693
1973;USSR;3.238;;;
1973;Israel;0.0;0.0;0.0;0.0
1973;Saudi Arabia;0.0;0.0;0.0;0.0
1973;Bangladesh;0.0;0.0;0.0;0.0
1973;China;0.0;0.244905944955;0.123949005604;0.0814816355532
1973;Indonesia;0.0;0.0;0.0;0.0
1973;New Zealand;0.0;0.0;0.0;0.0
1973;Philippines;0.0;0.0;0.0;0.0
1973;Vietnam;0.0;0.0;0.0;0.0
1973;of which: OECD;42.079475573;-0.00249745624859;-0.0173546849663;0.754727428751
1979;Egypt;0.0;0.0;0.0;0.0
1980;Colombia;0.0;0.0;0.0;0.0
1980;Ecuador;0.0;0.0;0.0;0.0
1980;Peru;0.0;0.0;0.0;0.0
1980;Belgium;2.83952572747;0.663086779132;-0.0583003512633;0.0166364663126
1980;Romania;0.0;-0.033061517661;0.0767797800533;0.00431332898149
1980;United Arab Emirates;0.0;0.0;0.0;0.0
1980;Other Middle East;0.0;0.0;0.0;0.0
1980;Indonesia;0.0;0.0;0.0;0.0
1980;Thailand;0.0;0.0;0.0;0.0
1980;Other Asia Pacific;0.0;0.0;0.0;0.0
1981;Argentina;0.63;0.174781420765;0.0039893884581;0.00321753574139
1981;Brazil;0.0;0.0746546774084;0.0410386500271;0.0060681297221
1981;Colombia;0.0;0.0;0.0;0.0
1981;Denmark;0.0;0.0;0.0;0.0
1981;USSR;19.706;;;
1981;Iran;0.0;0.753145017818;0.0;0.00238308640307
1981;Qatar;0.0;0.0;0.0;0.0
1981;Japan;19.373;2.89673638624;-0.341032853681;0.00675652448446
1982;Other Europe & Eurasia;0.574;-0.0430688763492;-0.00194949853764;0.0030935886444
1982;Pakistan;0.046;0.151411704925;0.0622858704597;0.0021211213758
1982;Taiwan;2.96062972349;-0.134250403896;-0.00912399116697;0.0121004673597
1982;of which: OECD;177.807377086;-0.00249745624859;-0.0173546849663;0.754727428751
1983;Bulgaria;2.788;0.0229948178908;-0.0180695859591;0.00602927528082
1983;Italy;1.863;0.0;0.0;0.0
1983;Norway;0.0;0.0;0.0;0.0
1983;Romania;0.0;-0.033061517661;0.0767797800533;0.00431332898149
1983;European Union #;90.0939795233;-0.0231185082006;-0.0150815035623;0.320968941437
1984;US;78.0371588903;0.00746257086816;0.00192590545257;0.323982320147
1984;Canada;11.816;0.0156489459622;0.00975552295324;0.0392024264744
1984;Argentina;1.038;0.174781420765;0.0039893884581;0.00321753574139
1984;Colombia;0.0;0.0;0.0;0.0
1984;Peru;0.0;0.0;0.0;0.0
1984;Bulgaria;2.882;0.0229948178908;-0.0180695859591;0.00602927528082
1984;France;43.2714848169;-0.0807455355552;-0.00316767460796;0.15410022888
1984;Slovakia;1.639;-0.0272260742254;-0.0156120908864;0.00564638688397
1984;USSR;32.538;;;
1984;Egypt;0.0;0.0;0.0;0.0
1984;Australia;0.0;0.0;0.0;0.0
1984;India;0.914;-0.0134048157099;0.0795164145348;0.0144838422715
1985;US;91.3890971149;0.00746257086816;0.00192590545257;0.323982320147
1985;Ecuador;0.0;0.0;0.0;0.0
1985;Italy;1.589;0.0;0.0;0.0
1985;Sweden;13.2508937865;0.11094604485;-0.0251455325756;0.0239901095693
1985;Turkey;0.0;0.0;0.0;0.0
1985;Kuwait;0.0;0.0;0.0;0.0
1985;Qatar;0.0;0.0;0.0;0.0
1985;Saudi Arabia;0.0;0.0;0.0;0.0
1985;China Hong Kong SAR;0.0;0.0;0.0;0.0
1985;Indonesia;0.0;0.0;0.0;0.0
1985;Japan;34.384;2.89673638624;-0.341032853681;0.00675652448446
1985;Other Asia Pacific;0.0;0.0;0.0;0.0
1985;CIS;35.727;-0.0234450200574;0.0180220784138;0.106992286285
1986;Argentina;1.292;0.174781420765;0.0039893884581;0.00321753574139
1986;Ecuador;0.0;0.0;0.0;0.0
1986;Trinidad & Tobago;0.0;0.0;0.0;0.0
1986;Austria;0.0;0.0;0.0;0.0
1986;Germany;29.531;-0.0804862994025;-0.055833382397;0.0323442346007
1986;Greece;0.0;0.0;0.0;0.0
1986;Iran;0.0;0.753145017818;0.0;0.00238308640307
1986;Saudi Arabia;0.0;0.0;0.0;0.0
1986;Indonesia;0.0;0.0;0.0;0.0
1986;Philippines;0.0;0.0;0.0;0.0
1986;South Korea;6.4061223243;-0.0183932542688;0.0116246797584;0.061980695337
1987;Colombia;0.0;0.0;0.0;0.0
1987;Ecuador;0.0;0.0;0.0;0.0
1987;Trinidad & Tobago;0.0;0.0;0.0;0.0
1987;Bulgaria;2.814;0.0229948178908;-0.0180695859591;0.00602927528082
1987;Ireland;0.0;0.0;0.0;0.0
1987;Romania;0.0;-0.033061517661;0.0767797800533;0.00431332898149
1987;Spain;9.34;0.0217488918409;-0.000456494280728;0.0224276753812
1987;Egypt;0.0;0.0;0.0;0.0
1987;Australia;0.0;0.0;0.0;0.0
1987;China;0.0;0.244905944955;0.123949005604;0.0814816355532
1987;Pakistan;0.069;0.151411704925;0.0622858704597;0.0021211213758
1987;Philippines;0.0;0.0;0.0;0.0
1987;Singapore;0.0;0.0;0.0;0.0
1987;Thailand;0.0;0.0;0.0;0.0
1988;Argentina;1.312;0.174781420765;0.0039893884581;0.00321753574139
1988;France;62.343530796;-0.0807455355552;-0.00316767460796;0.15410022888
1988;Greece;0.0;0.0;0.0;0.0
1988;Hungary;3.043;0.0110933087857;0.0135971320719;0.00613554995887
1988;Netherlands;0.832;0.0065425902099;0.00199784977413;0.00157305715455
1988;Romania;0.0;-0.033061517661;0.0767797800533;0.00431332898149
1988;Spain;11.421;0.0217488918409;-0.000456494280728;0.0224276753812
1988;Kuwait;0.0;0.0;0.0;0.0
1988;United Arab Emirates;0.0;0.0;0.0;0.0
1988;Algeria;0.0;0.0;0.0;0.0
1988;South Africa;2.5;0.296883195103;0.00806042009797;0.00608186227484
1988;New Zealand;0.0;0.0;0.0;0.0
1988;Philippines;0.0;0.0;0.0;0.0
1989;Denmark;0.0;0.0;0.0;0.0
1989;Netherlands;0.91;0.0065425902099;0.00199784977413;0.00157305715455
1989;United Kingdom;16.234;0.0168484941404;-0.0147541520331;0.0274125626516
1989;Kuwait;0.0;0.0;0.0;0.0
1989;Qatar;0.0;0.0;0.0;0.0
1989;Saudi Arabia;0.0;0.0;0.0;0.0
1989;United Arab Emirates;0.0;0.0;0.0;0.0
1989;Other Middle East;0.0;0.0;0.0;0.0
1989;Egypt;0.0;0.0;0.0;0.0
1965;Australia;0.0;0.0;0.0;0.0
1965;European Union #;4.508;-0.0231185082006;-0.0150815035623;0.320968941437
1966;Peru;0.0;0.0;0.0;0.0
1966;Austria;0.0;0.0;0.0;0.0
1966;Finland;0.0;-0.00469765212849;-0.000134273266029;0.0089640258882
1971;Other Europe & Eurasia;0.0;-0.0430688763492;-0.00194949853764;0.0030935886444
1971;China Hong Kong SAR;0.0;0.0;0.0;0.0
1971;Vietnam;0.0;0.0;0.0;0.0
1971;Other Asia Pacific;0.0;0.0;0.0;0.0
1972;US;12.8836577006;0.00746257086816;0.00192590545257;0.323982320147
1972;Colombia;0.0;0.0;0.0;0.0
1972;Italy;0.869;0.0;0.0;0.0
1972;Netherlands;0.075;0.0065425902099;0.00199784977413;0.00157305715455
1972;Norway;0.0;0.0;0.0;0.0
1972;Other Europe & Eurasia;0.0;-0.0430688763492;-0.00194949853764;0.0030935886444
1972;Other Middle East;0.0;0.0;0.0;0.0
1972;Japan;1.987;2.89673638624;-0.341032853681;0.00675652448446
1972;Philippines;0.0;0.0;0.0;0.0
1973;Brazil;0.0;0.0746546774084;0.0410386500271;0.0060681297221
1973;Peru;0.0;0.0;0.0;0.0
1973;Other S. & Cent. America;0.0104086527583;0.0;0.0;0.0
1973;Switzerland;1.419;-0.0866841767479;0.000353662739655;0.00814051987469
1973;Australia;0.0;0.0;0.0;0.0
1973;India;0.442;-0.0134048157099;0.0795164145348;0.0144838422715
1973;Singapore;0.0;0.0;0.0;0.0
1974;Peru;0.0;0.0;0.0;0.0
1974;Other S. & Cent. America;0.00588315155904;0.0;0.0;0.0
1974;Bulgaria;0.21;0.0229948178908;-0.0180695859591;0.00602927528082
1974;Germany;3.272;-0.0804862994025;-0.055833382397;0.0323442346007
1974;Poland;0.0;0.0;0.0;0.0
1974;Other Europe & Eurasia;0.0;-0.0430688763492;-0.00194949853764;0.0030935886444
1974;Iran;0.0;0.753145017818;0.0;0.00238308640307
1974;South Africa;0.0;0.296883195103;0.00806042009797;0.00608186227484
1974;China Hong Kong SAR;0.0;0.0;0.0;0.0
1974;CIS;0.0;-0.0234450200574;0.0180220784138;0.106992286285
1975;Colombia;0.0;0.0;0.0;0.0
1975;Czech Republic;0.0;-0.104410392758;0.00823402354842;0.00921224033631
1975;Finland;0.0;-0.00469765212849;-0.000134273266029;0.0089640258882
1975;USSR;6.475;;;
1975;Egypt;0.0;0.0;0.0;0.0
1975;South Africa;0.0;0.296883195103;0.00806042009797;0.00608186227484
1975;Other Africa;0.0;0.0;0.0;0.0
1975;Indonesia;0.0;0.0;0.0;0.0
1975;South Korea;0.0;-0.0183932542688;0.0116246797584;0.061980695337
1976;Czech Republic;0.0;-0.104410392758;0.00823402354842;0.00921224033631
1976;Norway;0.0;0.0;0.0;0.0
1976;Spain;1.71;0.0217488918409;-0.000456494280728;0.0224276753812
1976;Iran;0.0;0.753145017818;0.0;0.00238308640307
1976;Other Middle East;0.0;0.0;0.0;0.0
1976;Taiwan;0.0;-0.134250403896;-0.00912399116697;0.0121004673597
1977;Italy;0.763;0.0;0.0;0.0
1979;United Arab Emirates;0.0;0.0;0.0;0.0
1979;China Hong Kong SAR;0.0;0.0;0.0;0.0
1979;Singapore;0.0;0.0;0.0;0.0
1979;European Union #;43.5379229855;-0.0231185082006;-0.0150815035623;0.320968941437
1980;Finland;1.5779708129;-0.00469765212849;-0.000134273266029;0.0089640258882
1980;Poland;0.0;0.0;0.0;0.0
1980;United Kingdom;8.379;0.0168484941404;-0.0147541520331;0.0274125626516
1980;Vietnam;0.0;0.0;0.0;0.0
1981;Canada;8.155;0.0156489459622;0.00975552295324;0.0392024264744
1981;Ecuador;0.0;0.0;0.0;0.0
1981;Trinidad & Tobago;0.0;0.0;0.0;0.0
1981;Czech Republic;0.0;-0.104410392758;0.00823402354842;0.00921224033631
1981;Hungary;0.0;0.0110933087857;0.0135971320719;0.00613554995887
1981;Italy;1.178;0.0;0.0;0.0
1981;Romania;0.0;-0.033061517661;0.0767797800533;0.00431332898149
1981;Israel;0.0;0.0;0.0;0.0
1981;Bangladesh;0.0;0.0;0.0;0.0
1981;Taiwan;2.414;-0.134250403896;-0.00912399116697;0.0121004673597
1981;Other Asia Pacific;0.0;0.0;0.0;0.0
1982;Brazil;0.0;0.0746546774084;0.0410386500271;0.0060681297221
1982;Chile;0.0;0.0;0.0;0.0
1982;Trinidad & Tobago;0.0;0.0;0.0;0.0
1982;Austria;0.0;0.0;0.0;0.0
1982;Italy;2.093;0.0;0.0;0.0
1982;Portugal;0.0;0.0;0.0;0.0
1982;Slovakia;1.322;-0.0272260742254;-0.0156120908864;0.00564638688397
1982;USSR;22.685;;;
1982;Kuwait;0.0;0.0;0.0;0.0
1982;South Africa;0.0;0.296883195103;0.00806042009797;0.00608186227484
1982;Australia;0.0;0.0;0.0;0.0
1983;Venezuela;0.0;0.0;0.0;0.0
1983;Finland;3.98172650253;-0.00469765212849;-0.000134273266029;0.0089640258882
1983;Portugal;0.0;0.0;0.0;0.0
1983;Switzerland;3.349;-0.0866841767479;0.000353662739655;0.00814051987469
1983;Iran;0.0;0.753145017818;0.0;0.00238308640307
1983;Other Africa;0.0;0.0;0.0;0.0
1983;Australia;0.0;0.0;0.0;0.0
1983;China;0.0;0.244905944955;0.123949005604;0.0814816355532
1983;China Hong Kong SAR;0.0;0.0;0.0;0.0
1983;Pakistan;0.062;0.151411704925;0.0622858704597;0.0021211213758
1983;Taiwan;4.27743562475;-0.134250403896;-0.00912399116697;0.0121004673597
1983;Other Asia Pacific;0.0;0.0;0.0;0.0
1983;of which: OECD;198.249819835;-0.00249745624859;-0.0173546849663;0.754727428751
1983;Non-OECD;34.6774356247;0.0650060189181;0.0377171668464;0.245272571249
1983;CIS;0.0;-0.0234450200574;0.0180220784138;0.106992286285
1984;Brazil;0.371769923519;0.0746546774084;0.0410386500271;0.0060681297221
1984;Trinidad & Tobago;0.0;0.0;0.0;0.0
1984;Finland;4.23944188661;-0.00469765212849;-0.000134273266029;0.0089640258882
1984;Norway;0.0;0.0;0.0;0.0
1994;Venezuela;0.0;0.0;0.0;0.0
1994;Denmark;0.0;0.0;0.0;0.0
1994;Italy;0.0;0.0;0.0;0.0
1994;Netherlands;0.897;0.0065425902099;0.00199784977413;0.00157305715455
1994;Norway;0.0;0.0;0.0;0.0
1994;Slovakia;2.84993438023;-0.0272260742254;-0.0156120908864;0.00564638688397
1994;United Kingdom;19.98;0.0168484941404;-0.0147541520331;0.0274125626516
1994;Iran;0.0;0.753145017818;0.0;0.00238308640307
1994;United Arab Emirates;0.0;0.0;0.0;0.0
1994;South Africa;2.311;0.296883195103;0.00806042009797;0.00608186227484
1994;Australia;0.0;0.0;0.0;0.0
1994;China Hong Kong SAR;0.0;0.0;0.0;0.0
1994;India;1.119;-0.0134048157099;0.0795164145348;0.0144838422715
1994;Philippines;0.0;0.0;0.0;0.0
1994;European Union #;194.397365248;-0.0231185082006;-0.0150815035623;0.320968941437
1995;Denmark;0.0;0.0;0.0;0.0
1995;Hungary;3.175;0.0110933087857;0.0135971320719;0.00613554995887
1995;South Africa;2.692;0.296883195103;0.00806042009797;0.00608186227484
1995;China;2.904;0.244905944955;0.123949005604;0.0814816355532
1995;Pakistan;0.118;0.151411704925;0.0622858704597;0.0021211213758
1995;South Korea;15.1669111192;-0.0183932542688;0.0116246797584;0.061980695337
1996;Austria;0.0;0.0;0.0;0.0
1996;Belgium;9.80585599855;0.663086779132;-0.0583003512633;0.0166364663126
1996;Czech Republic;2.908;-0.104410392758;0.00823402354842;0.00921224033631
1996;Germany;36.5689912658;-0.0804862994025;-0.055833382397;0.0323442346007
1996;Hungary;3.209;0.0110933087857;0.0135971320719;0.00613554995887
1996;Italy;0.0;0.0;0.0;0.0
1996;Spain;12.748;0.0217488918409;-0.000456494280728;0.0224276753812
1996;Qatar;0.0;0.0;0.0;0.0
1996;Saudi Arabia;0.0;0.0;0.0;0.0
1996;United Arab Emirates;0.0;0.0;0.0;0.0
1996;European Union #;209.908012414;-0.0231185082006;-0.0150815035623;0.320968941437
1996;CIS;43.223;-0.0234450200574;0.0180220784138;0.106992286285
1997;Mexico;2.367;-0.0897316492651;0.00692708052423;0.00403860525882
1997;Belgium;10.7272480427;0.663086779132;-0.0583003512633;0.0166364663126
1997;Hungary;3.161;0.0110933087857;0.0135971320719;0.00613554995887
1997;Portugal;0.0;0.0;0.0;0.0
1997;Slovakia;2.50554373897;-0.0272260742254;-0.0156120908864;0.00564638688397
1997;USSR;0.0;;;
1997;Israel;0.0;0.0;0.0;0.0
1997;Indonesia;0.0;0.0;0.0;0.0
1997;New Zealand;0.0;0.0;0.0;0.0
1997;Non-OECD;70.2589419378;0.0650060189181;0.0377171668464;0.245272571249
1997;CIS;42.916;-0.0234450200574;0.0180220784138;0.106992286285
1998;Canada;16.0638619674;0.0156489459622;0.00975552295324;0.0392024264744
1998;Argentina;1.687;0.174781420765;0.0039893884581;0.00321753574139
1998;Brazil;0.738788070779;0.0746546774084;0.0410386500271;0.0060681297221
1998;Colombia;0.0;0.0;0.0;0.0
1998;Peru;0.0;0.0;0.0;0.0
1998;Bulgaria;3.825;0.0229948178908;-0.0180695859591;0.00602927528082
1998;Germany;36.56604969;-0.0804862994025;-0.055833382397;0.0323442346007
1998;USSR;0.0;;;
1998;Iran;0.0;0.753145017818;0.0;0.00238308640307
1998;United Arab Emirates;0.0;0.0;0.0;0.0
1998;Algeria;0.0;0.0;0.0;0.0
1998;China Hong Kong SAR;0.0;0.0;0.0;0.0
1998;Japan;74.042;2.89673638624;-0.341032853681;0.00675652448446
1998;Thailand;0.0;0.0;0.0;0.0
1998;Vietnam;0.0;0.0;0.0;0.0
1998;Other Asia Pacific;0.0;0.0;0.0;0.0
1999;Canada;16.5135538761;0.0156489459622;0.00975552295324;0.0392024264744
