Year;Country;Oil Consumption (million tonnes);Growth rate per annum 2005-15;Growth rate per annum 2016.1;Share 2016.2;change_2015_over_2014
1986;Austria;10.377;-0.0115553585964;0.0134464389138;0.002864706901;
1986;Belgium;22.265;-0.00822683787184;0.0234014800922;0.00719046707606;
1986;Czech Republic;10.178;-0.0106302423772;-0.0615458079398;0.00190153982563;
1986;France;86.04;-0.0190468023712;-0.00804632742163;0.0172860782849;
1986;Ireland;4.869;-0.0307289425959;0.0304925400744;0.0015936213772;
1986;Italy;86.45;-0.0399840478651;0.00535804470244;0.013150196978;
1986;Netherlands;32.8002931268;-0.0253209020645;0.0284483992948;0.00904085715724;
1986;Norway;9.698;0.00150172946995;0.00728896316364;0.00235664127744;
1986;Switzerland;13.178;-0.0130414471323;-0.0543725268229;0.00230358531222;
1986;United Kingdom;77.457;-0.0153694792323;0.0165550944849;0.0165542352039;
1986;Kuwait;7.755;0.0132316560698;-0.0152686603286;0.00497767994076;
1986;United Arab Emirates;10.731;0.050479840448;0.0608684943381;0.00983813721823;
1994;Non-OECD;1197.33447565;0.0338179471104;0.020423090801;0.527681585284;
1995;Canada;81.1385838352;-0.000462457115434;0.0151149879346;0.0228425337456;
1995;Austria;11.32;-0.0115553585964;0.0134464389138;0.002864706901;
1995;Belgium;27.7;-0.00822683787184;0.0234014800922;0.00719046707606;
1995;South Africa;20.0344832328;0.0116184904193;-0.0359191087746;0.00609755641375;
1995;Other Asia Pacific;10.074637165;0.0444323724989;0.0456177256735;0.00551434848402;
1995;of which: OECD;2081.2893386;-0.0109491056019;0.00905954362201;0.472318414716;
1995;Non-OECD;1216.44908905;0.0338179471104;0.020423090801;0.527681585284;
1996;Canada;83.4638715483;-0.000462457115434;0.0151149879346;0.0228425337456;
1996;Iran;65.7114210016;0.00482951810473;-0.0107170111668;0.0189728435234;
1996;United Arab Emirates;20.165;0.050479840448;0.0608684943381;0.00983813721823;
1996;Japan;270.505492298;-0.0264569365005;-0.0275946152251;0.0417136870274;
1996;Singapore;32.2709;0.0530319966497;0.0371414080053;0.0163371941139;
1996;of which: OECD;2140.37361561;-0.0109491056019;0.00905954362201;0.472318414716;
1996;European Union #;694.394777657;-0.0187396429824;0.0183990517103;0.138806735408;
1997;US;834.992111479;-0.00909539133999;0.0050321159005;0.195354032264;
1997;Canada;86.6970427259;-0.000462457115434;0.0151149879346;0.0228425337456;
1997;Mexico;79.8897558338;-0.00733385044388;-0.0210499792963;0.0187495392397;
1997;Peru;7.347;0.0412579261803;0.0683526883105;0.00258972242776;
1997;Trinidad & Tobago;0.848;0.0292400641048;-0.0430764934834;0.000487556333997;
1997;Czech Republic;7.969;-0.0106302423772;-0.0615458079398;0.00190153982563;
1997;Greece;17.654;-0.0295592675986;0.0279833729062;0.0034804128338;
1997;Hungary;7.106;-0.00505255458513;0.012614501929;0.00160747232431;
1997;Italy;94.551;-0.0399840478651;0.00535804470244;0.013150196978;
1997;Poland;18.1856554048;0.0108497831108;0.0876304063679;0.0061567395336;
1997;Spain;61.565722224;-0.0255552408429;0.0181216644347;0.0141412982703;
1997;Egypt;25.962;0.0288434376484;0.0228172321681;0.00919830128259;
1997;Malaysia;23.8723435274;0.0241358666491;0.0182128990693;0.00821360555306;
1997;South Korea;111.352;0.00830891716715;0.0706457840114;0.0276466983478;
1998;Colombia;12.5210145049;0.0366222099947;0.0202896877736;0.00360108475993;
1998;Ecuador;6.641;0.0412177042731;-0.0664924008657;0.00249937082813;
1998;Peru;7.389;0.0412579261803;0.0683526883105;0.00258972242776;
1998;Belgium;31.299;-0.00822683787184;0.0234014800922;0.00719046707606;
1998;Czech Republic;8.261;-0.0106302423772;-0.0615458079398;0.00190153982563;
1998;Ireland;7.361;-0.0307289425959;0.0304925400744;0.0015936213772;
1998;Italy;94.69;-0.0399840478651;0.00535804470244;0.013150196978;
1998;Netherlands;40.5245864542;-0.0253209020645;0.0284483992948;0.00904085715724;
1998;Poland;20.8063491021;0.0108497831108;0.0876304063679;0.0061567395336;
1998;Portugal;15.928428;-0.0348163102812;-0.0319679576469;0.00252833392023;
1998;Iran;67.1768360774;0.00482951810473;-0.0107170111668;0.0189728435234;
1998;Saudi Arabia;67.3846784104;0.0586763497935;0.00501110004667;0.0380094014126;
1998;Egypt;27.327;0.0288434376484;0.0228172321681;0.00919830128259;
1998;Philippines;19.054;0.0214814084468;0.0845896779434;0.00450764784676;
1998;Singapore;34.3675;0.0530319966497;0.0371414080053;0.0163371941139;
1998;Taiwan;39.9637922172;-0.00571899703992;0.00138830678969;0.0105630198957;
1998;European Union #;714.574499789;-0.0187396429824;0.0183990517103;0.138806735408;
1999;Canada;90.0426639928;-0.000462457115434;0.0151149879346;0.0228425337456;
1999;Argentina;20.093;0.0447990107358;-0.011319514322;0.0072211961883;
1999;Peru;7.541;0.0412579261803;0.0683526883105;0.00258972242776;
1999;Trinidad & Tobago;1.774;0.0292400641048;-0.0430764934834;0.000487556333997;
1999;Denmark;10.646;-0.0136208830132;0.00345635392828;0.00181933648919;
1999;Greece;18.012;-0.0295592675986;0.0279833729062;0.0034804128338;
1999;Italy;94.391;-0.0399840478651;0.00535804470244;0.013150196978;
1999;Portugal;16.432443;-0.0348163102812;-0.0319679576469;0.00252833392023;
1999;Slovakia;3.431;-0.00409882077011;0.0860525560173;0.000905336303743;
1999;Turkey;29.603;0.0238713247005;0.0557059383059;0.00931871739344;
1999;Iran;67.7429229603;0.00482951810473;-0.0107170111668;0.0189728435234;
1999;China Hong Kong SAR;9.481;0.0267366408909;0.0316545234922;0.00427590312973;
1999;Malaysia;22.3422640721;0.0241358666491;0.0182128990693;0.00821360555306;
1999;Thailand;36.6979921647;0.0224760904857;0.0262553690772;0.0133441181982;
2000;Trinidad & Tobago;1.7406291453;0.0292400641048;-0.0430764934834;0.000487556333997;
2000;Belgium;30.93;-0.00822683787184;0.0234014800922;0.00719046707606;
2000;Finland;10.902;-0.0235096443704;0.0264798600218;0.00203667226753;
2000;Italy;93.527;-0.0399840478651;0.00535804470244;0.013150196978;
2000;Norway;9.37;0.00150172946995;0.00728896316364;0.00235664127744;
2000;Romania;9.979;-0.0136769507416;0.0337478710484;0.00214835480613;
2000;USSR;0.0;;;;
2000;Other Middle East;53.8508191245;0.0188686324944;0.00807818200903;0.0174934526445;
2000;Algeria;8.483;0.0583887845937;-0.0319442855764;0.00427601652962;
2000;China Hong Kong SAR;9.889;0.0267366408909;0.0316545234922;0.00427590312973;
2000;Other Asia Pacific;12.989857933;0.0444323724989;0.0456177256735;0.00551434848402;
2001;Chile;11.2235441459;0.0353551914879;0.00378454607745;0.00401818944654;
2001;Colombia;10.1727289076;0.0366222099947;0.0202896877736;0.00360108475993;
2001;Other S. & Cent. America;62.6660925807;0.00142497093135;0.0123998435793;0.0155064980827;
2001;Spain;73.023684573;-0.0255552408429;0.0181216644347;0.0141412982703;
2001;Sweden;16.002;-0.019261880171;0.0371515768563;0.00332547393951;
2001;Qatar;2.069;0.116115748313;0.0915918215674;0.00264893774133;
2001;Other Middle East;58.1951100394;0.0188686324944;0.00807818200903;0.0174934526445;
2001;Malaysia;23.3048778283;0.0241358666491;0.0182128990693;0.00821360555306;
2001;New Zealand;6.2073881887;0.0068308856701;0.0183967458389;0.00173193495163;
2001;of which: OECD;2219.78807111;-0.0109491056019;0.00905954362201;0.472318414716;
2002;Brazil;95.2650059068;0.0400598029266;-0.0557473535251;0.0314205348452;
2002;Colombia;10.0106990655;0.0366222099947;0.0202896877736;0.00360108475993;
2002;Czech Republic;8.143;-0.0106302423772;-0.0615458079398;0.00190153982563;
2002;Finland;11.12;-0.0235096443704;0.0264798600218;0.00203667226753;
2002;Norway;9.806;0.00150172946995;0.00728896316364;0.00235664127744;
2002;Switzerland;12.396;-0.0130414471323;-0.0543725268229;0.00230358531222;
2002;USSR;0.0;;;;
2002;Other Middle East;58.1846225122;0.0188686324944;0.00807818200903;0.0174934526445;
2002;Egypt;25.244;0.0288434376484;0.0228172321681;0.00919830128259;
2002;China Hong Kong SAR;13.075;0.0267366408909;0.0316545234922;0.00427590312973;
2002;India;113.2318;0.0485498215076;0.0830548464437;0.0481376415857;
2002;Indonesia;57.5688247194;0.0155878663517;0.00835735947919;0.0164290398277;
2002;Thailand;38.1100238669;0.0224760904857;0.0262553690772;0.0133441181982;
2003;Mexico;84.9579323044;-0.00733385044388;-0.0210499792963;0.0187495392397;
2003;Colombia;10.4295449846;0.0366222099947;0.0202896877736;0.00360108475993;
2003;Bulgaria;4.424;-0.0098635722614;0.029293770316;0.00102224459515;
2003;Denmark;9.228;-0.0136208830132;0.00345635392828;0.00181933648919;
2003;Portugal;15.633048;-0.0348163102812;-0.0319679576469;0.00252833392023;
2003;Spain;76.1522585053;-0.0255552408429;0.0181216644347;0.0141412982703;
1965;Poland;5.409;0.0108497831108;0.0876304063679;0.0061567395336;
1965;USSR;168.324618027;;;;
1965;Saudi Arabia;19.577;0.0586763497935;0.00501110004667;0.0380094014126;
1965;Australia;15.122;0.0194166958136;-0.00334100144943;0.0108263104513;
1965;Philippines;4.176;0.0214814084468;0.0845896779434;0.00450764784676;
1965;South Korea;1.287;0.00830891716715;0.0706457840114;0.0276466983478;
1965;European Union #;400.685;-0.0187396429824;0.0183990517103;0.138806735408;
1966;Canada;56.711;-0.000462457115434;0.0151149879346;0.0228425337456;
1966;Mexico;14.761;-0.00733385044388;-0.0210499792963;0.0187495392397;
1966;Chile;3.82266105793;0.0353551914879;0.00378454607745;0.00401818944654;
1966;Trinidad & Tobago;1.91450718045;0.0292400641048;-0.0430764934834;0.000487556333997;
1966;Finland;6.923;-0.0235096443704;0.0264798600218;0.00203667226753;
1966;Greece;4.839;-0.0295592675986;0.0279833729062;0.0034804128338;
1966;Hungary;4.144;-0.00505255458513;0.012614501929;0.00160747232431;
1966;Ireland;2.704;-0.0307289425959;0.0304925400744;0.0015936213772;
1966;Poland;5.62;0.0108497831108;0.0876304063679;0.0061567395336;
1966;Sweden;21.483;-0.019261880171;0.0371515768563;0.00332547393951;
1966;Turkey;4.247;0.0238713247005;0.0557059383059;0.00931871739344;
1966;Qatar;0.047;0.116115748313;0.0915918215674;0.00264893774133;
1966;Egypt;7.449;0.0288434376484;0.0228172321681;0.00919830128259;
1966;Australia;18.002;0.0194166958136;-0.00334100144943;0.0108263104513;
1966;China;14.074;0.054997375502;0.0271186796805;0.130969649145;
1966;Japan;100.047;-0.0264569365005;-0.0275946152251;0.0417136870274;
1966;Malaysia;2.6586431;0.0241358666491;0.0182128990693;0.00821360555306;
1966;Pakistan;3.878;0.0489938301027;0.114379245848;0.0062177443095;
1966;Philippines;4.556;0.0214814084468;0.0845896779434;0.00450764784676;
1966;Other Asia Pacific;4.48993511447;0.0444323724989;0.0456177256735;0.00551434848402;
1966;of which: OECD;1226.97886389;-0.0109491056019;0.00905954362201;0.472318414716;
1967;Brazil;16.693;0.0400598029266;-0.0557473535251;0.0314205348452;
1967;Chile;3.98149767692;0.0353551914879;0.00378454607745;0.00401818944654;
1967;Colombia;4.43324465412;0.0366222099947;0.0202896877736;0.00360108475993;
1967;Other S. & Cent. America;23.4410387314;0.00142497093135;0.0123998435793;0.0155064980827;
1967;Belgium;17.941;-0.00822683787184;0.0234014800922;0.00719046707606;
1967;France;66.219;-0.0190468023712;-0.00804632742163;0.0172860782849;
1967;Hungary;4.379;-0.00505255458513;0.012614501929;0.00160747232431;
1967;Romania;8.429;-0.0136769507416;0.0337478710484;0.00214835480613;
1967;Slovakia;2.825;-0.00409882077011;0.0860525560173;0.000905336303743;
1967;Turkey;4.992;0.0238713247005;0.0557059383059;0.00931871739344;
1967;United Arab Emirates;0.0815340492804;0.050479840448;0.0608684943381;0.00983813721823;
1967;Other Middle East;8.87458940099;0.0188686324944;0.00807818200903;0.0174934526445;
1967;India;14.57;0.0485498215076;0.0830548464437;0.0481376415857;
1967;Other Asia Pacific;4.83187080045;0.0444323724989;0.0456177256735;0.00551434848402;
1968;Brazil;20.048;0.0400598029266;-0.0557473535251;0.0314205348452;
1968;Peru;4.5946922;0.0412579261803;0.0683526883105;0.00258972242776;
1968;Belgium;20.854;-0.00822683787184;0.0234014800922;0.00719046707606;
1968;Finland;8.224;-0.0235096443704;0.0264798600218;0.00203667226753;
1968;Ireland;3.364;-0.0307289425959;0.0304925400744;0.0015936213772;
1968;Switzerland;10.28;-0.0130414471323;-0.0543725268229;0.00230358531222;
1968;USSR;209.334770699;;;;
1968;Iran;9.43965726504;0.00482951810473;-0.0107170111668;0.0189728435234;
1968;Israel;4.39626794415;-0.00693388287314;0.0194729633704;0.00262996144278;
1968;Kuwait;5.0877837975;0.0132316560698;-0.0152686603286;0.00497767994076;
1968;Saudi Arabia;20.083;0.0586763497935;0.00501110004667;0.0380094014126;
1968;United Arab Emirates;0.0912449774677;0.050479840448;0.0608684943381;0.00983813721823;
1968;China;15.2;0.054997375502;0.0271186796805;0.130969649145;
1968;New Zealand;3.253;0.0068308856701;0.0183967458389;0.00173193495163;
1968;Taiwan;3.643;-0.00571899703992;0.00138830678969;0.0105630198957;
1968;of which: OECD;1434.42453019;-0.0109491056019;0.00905954362201;0.472318414716;
1969;Peru;4.5296739;0.0412579261803;0.0683526883105;0.00258972242776;
1969;Greece;6.19;-0.0295592675986;0.0279833729062;0.0034804128338;
1969;Switzerland;11.167;-0.0130414471323;-0.0543725268229;0.00230358531222;
1969;USSR;222.581288811;;;;
1969;Other Europe & Eurasia;9.60857256726;-0.00239486370868;0.032363947508;0.00780618372517;
1969;Pakistan;4.632;0.0489938301027;0.114379245848;0.0062177443095;
1969;South Korea;6.709;0.00830891716715;0.0706457840114;0.0276466983478;
1969;Taiwan;4.369;-0.00571899703992;0.00138830678969;0.0105630198957;
1969;Non-OECD;510.916704433;0.0338179471104;0.020423090801;0.527681585284;
1970;Mexico;19.601;-0.00733385044388;-0.0210499792963;0.0187495392397;
1970;Other S. & Cent. America;27.4245753247;0.00142497093135;0.0123998435793;0.0155064980827;
1970;Bulgaria;8.986;-0.0098635722614;0.029293770316;0.00102224459515;
1970;Czech Republic;6.984;-0.0106302423772;-0.0615458079398;0.00190153982563;
1970;Netherlands;36.51;-0.0253209020645;0.0284483992948;0.00904085715724;
1970;Romania;10.714;-0.0136769507416;0.0337478710484;0.00214835480613;
1970;Iran;11.1006288499;0.00482951810473;-0.0107170111668;0.0189728435234;
1970;Kuwait;4.87235167224;0.0132316560698;-0.0152686603286;0.00497767994076;
1970;China;28.191;0.054997375502;0.0271186796805;0.130969649145;
1970;Indonesia;6.79;0.0155878663517;0.00835735947919;0.0164290398277;
1970;South Korea;8.38;0.00830891716715;0.0706457840114;0.0276466983478;
1971;Canada;73.523;-0.000462457115434;0.0151149879346;0.0228425337456;
1971;Mexico;20.709;-0.00733385044388;-0.0210499792963;0.0187495392397;
1971;Brazil;27.6336364121;0.0400598029266;-0.0557473535251;0.0314205348452;
1971;Ecuador;1.194;0.0412177042731;-0.0664924008657;0.00249937082813;
1971;Venezuela;10.8120649644;0.00675111521676;-0.0533052722867;0.00649704217475;
1971;Austria;10.156;-0.0115553585964;0.0134464389138;0.002864706901;
1971;Denmark;18.029;-0.0136208830132;0.00345635392828;0.00181933648919;
1971;Spain;30.898;-0.0255552408429;0.0181216644347;0.0141412982703;
1971;Switzerland;13.281;-0.0130414471323;-0.0543725268229;0.00230358531222;
1971;Other Europe & Eurasia;13.6805464;-0.00239486370868;0.032363947508;0.00780618372517;
1971;Iran;12.1325791746;0.00482951810473;-0.0107170111668;0.0189728435234;
1971;Kuwait;4.814;0.0132316560698;-0.0152686603286;0.00497767994076;
1971;United Arab Emirates;0.136;0.050479840448;0.0608684943381;0.00983813721823;
1971;Egypt;6.264;0.0288434376484;0.0228172321681;0.00919830128259;
1971;of which: OECD;1775.76346925;-0.0109491056019;0.00905954362201;0.472318414716;
1971;Non-OECD;609.946036339;0.0338179471104;0.020423090801;0.527681585284;
1972;Czech Republic;8.419;-0.0106302423772;-0.0615458079398;0.00190153982563;
1972;Hungary;7.259;-0.00505255458513;0.012614501929;0.00160747232431;
1972;Ireland;4.984;-0.0307289425959;0.0304925400744;0.0015936213772;
1972;Netherlands;40.06;-0.0253209020645;0.0284483992948;0.00904085715724;
1972;Slovakia;4.839;-0.00409882077011;0.0860525560173;0.000905336303743;
1972;Spain;32.54;-0.0255552408429;0.0181216644347;0.0141412982703;
1994;Singapore;30.6468;0.0530319966497;0.0371414080053;0.0163371941139;
1994;South Korea;86.997;0.00830891716715;0.0706457840114;0.0276466983478;
1994;European Union #;668.015424299;-0.0187396429824;0.0183990517103;0.138806735408;
1995;Brazil;82.1500840641;0.0400598029266;-0.0557473535251;0.0314205348452;
1995;Colombia;12.2235817718;0.0366222099947;0.0202896877736;0.00360108475993;
1995;Peru;7.213;0.0412579261803;0.0683526883105;0.00258972242776;
1995;Venezuela;22.6142389738;0.00675111521676;-0.0533052722867;0.00649704217475;
1995;Bulgaria;4.865;-0.0098635722614;0.029293770316;0.00102224459515;
1995;Norway;9.381;0.00150172946995;0.00728896316364;0.00235664127744;
1995;Portugal;14.161099;-0.0348163102812;-0.0319679576469;0.00252833392023;
1995;Slovakia;3.241;-0.00409882077011;0.0860525560173;0.000905336303743;
1995;Turkey;28.987;0.0238713247005;0.0557059383059;0.00931871739344;
1995;United Kingdom;82.236;-0.0153694792323;0.0165550944849;0.0165542352039;
1995;Egypt;23.28;0.0288434376484;0.0228172321681;0.00919830128259;
1995;Other Africa;53.3692048909;0.0277116594974;0.0369337471186;0.0223893330743;
1995;Taiwan;37.0806484631;-0.00571899703992;0.00138830678969;0.0105630198957;
1996;Brazil;87.2294029547;0.0400598029266;-0.0557473535251;0.0314205348452;
1996;Colombia;12.6237746526;0.0366222099947;0.0202896877736;0.00360108475993;
1996;Peru;7.434;0.0412579261803;0.0683526883105;0.00258972242776;
1996;Czech Republic;8.369;-0.0106302423772;-0.0615458079398;0.00190153982563;
1996;Germany;137.356;-0.0106184431232;0.0242856338125;0.0255724107951;
1996;Hungary;7.073;-0.00505255458513;0.012614501929;0.00160747232431;
1996;Italy;94.181;-0.0399840478651;0.00535804470244;0.013150196978;
1996;Poland;17.4704665992;0.0108497831108;0.0876304063679;0.0061567395336;
1996;Romania;12.978;-0.0136769507416;0.0337478710484;0.00214835480613;
1996;Slovakia;3.399;-0.00409882077011;0.0860525560173;0.000905336303743;
1996;Spain;59.0765201708;-0.0255552408429;0.0181216644347;0.0141412982703;
1996;United Kingdom;84.247;-0.0153694792323;0.0165550944849;0.0165542352039;
1996;Algeria;8.06;0.0583887845937;-0.0319442855764;0.00427601652962;
1996;South Africa;20.6692906585;0.0116184904193;-0.0359191087746;0.00609755641375;
1996;Australia;37.0112742611;0.0194166958136;-0.00334100144943;0.0108263104513;
1996;Pakistan;16.485;0.0489938301027;0.114379245848;0.0062177443095;
1996;Philippines;17.535;0.0214814084468;0.0845896779434;0.00450764784676;
1996;South Korea;101.435;0.00830891716715;0.0706457840114;0.0276466983478;
1996;Other Asia Pacific;11.1059366559;0.0444323724989;0.0456177256735;0.00551434848402;
1997;Brazil;92.4637591015;0.0400598029266;-0.0557473535251;0.0314205348452;
1997;Venezuela;19.6654873387;0.00675111521676;-0.0533052722867;0.00649704217475;
1997;Belgium;30.97;-0.00822683787184;0.0234014800922;0.00719046707606;
1997;Denmark;11.109;-0.0136208830132;0.00345635392828;0.00181933648919;
1997;France;91.664;-0.0190468023712;-0.00804632742163;0.0172860782849;
1997;Switzerland;12.836;-0.0130414471323;-0.0543725268229;0.00230358531222;
1997;Other Europe & Eurasia;26.8742611707;-0.00239486370868;0.032363947508;0.00780618372517;
1997;Qatar;1.96;0.116115748313;0.0915918215674;0.00264893774133;
1997;India;86.503;0.0485498215076;0.0830548464437;0.0481376415857;
1997;Vietnam;6.305;0.0443359635328;0.0618389447407;0.00454191467685;
1997;Non-OECD;1285.49181773;0.0338179471104;0.020423090801;0.527681585284;
1997;European Union #;698.647493259;-0.0187396429824;0.0183990517103;0.138806735408;
1998;Canada;88.5500966151;-0.000462457115434;0.0151149879346;0.0228425337456;
1998;Argentina;21.598;0.0447990107358;-0.011319514322;0.0072211961883;
1998;Chile;11.9666695177;0.0353551914879;0.00378454607745;0.00401818944654;
1998;Denmark;10.714;-0.0136208830132;0.00345635392828;0.00181933648919;
1998;Germany;136.591;-0.0106184431232;0.0242856338125;0.0255724107951;
1998;Norway;10.2830477745;0.00150172946995;0.00728896316364;0.00235664127744;
1998;Slovakia;3.785;-0.00409882077011;0.0860525560173;0.000905336303743;
1998;United Kingdom;81.224;-0.0153694792323;0.0165550944849;0.0165542352039;
1998;Algeria;8.217;0.0583887845937;-0.0319442855764;0.00427601652962;
1998;South Africa;21.3154237423;0.0116184904193;-0.0359191087746;0.00609755641375;
1998;Australia;37.5995159601;0.0194166958136;-0.00334100144943;0.0108263104513;
1998;China;197.08085;0.054997375502;0.0271186796805;0.130969649145;
